"Data Source","World Development Indicators",

"Last Updated Date","2025-12-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Lebanon","LBN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2990.33608512844","4527.25734433349","5278.70833928979","5870.79213765132","6366.90907291803","6795.67660105356","7559.75652394338","7631.98540644289","7861.22582996991","7792.66132672077","7937.95653006732","8289.38389027926","8586.24040685397","8914.48277917793","9609.01282633629","10019.9941540441","10312.3533312551","11355.6629756249","12415.9400064273","13586.1444830435","14703.6153215084","14974.553438993","16121.335238646","16315.6137748763","16139.8649966955","17045.898285301","18940.5901000453","20963.8249472533","21985.4884702241","21710.4648750807","16259.7051312281","11599.7755083765","12292.8407305501","12574.8329116403","",
"Liberia","LBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","786.525809458321","792.688689765655","496.851406412247","327.829904079601","262.596281403449","254.388474581395","282.231676514107","547.876794900277","651.926408630182","761.662726014097","965.395523330548","986.572798678639","1012.9189129211","715.818246812872","745.397861816656","774.032567790285","815.218917036837","872.584645942216","915.053599714179","939.496290246214","980.1181397741","1040.76141404018","1156.95319448003","1360.12910370155","1418.77355515891","1340.43279741197","1490.33581410026","1664.94481323565","1799.72751397748","1899.52200972855","1659.52109145991","1539.20892304674","1691.57275721851","1794.53340863362","1871.04406164262",
"Libya","LBY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17172.6033096082","20084.625905163","19571.9131139547","18904.2242119449","19318.2067774416","18952.000871347","19392.4869635413","20438.6399174729","19639.1947320261","19769.0244316913","20616.9848683599","20331.6315181003","20060.6396913983","22662.7242140997","23813.4011504496","26902.8985878895","28935.6615820305","30928.9422810828","30812.2837288703","29027.1468071228","30234.0918728805","15698.0519072612","26826.0729756733","21151.0051911633","17509.5285087845","17903.2565395803","16961.0177111717","18026.0187834008","18879.3151301984","16194.1082061146","10954.799045265","12641.5097714075","12266.3896804716","13847.0792190045","14303.8087736988",
"St. Lucia","LCA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6950.84435927785","7126.93091156597","7752.54864547217","7865.45914834098","8040.75602227592","8222.22323122578","8489.82689868823","8456.38163882394","8965.13400095429","9214.18051244277","9313.73279695482","9105.82558991748","9205.18416345914","9707.06818918422","10610.2966894155","10818.3104254683","11758.3194729541","12199.2581150973","12968.5457267147","12600.2078976135","12717.7865966902","13471.2666355799","13443.4262512467","14009.9844560139","14403.0832732506","14353.2224845845","15306.7258058706","16130.9721097011","17433.3010328737","18709.9110670935","14912.159584235","19101.1652956675","24599.3733001067","25974.5092925263","27567.3280779839",
"Latin America & Caribbean","LCN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6290.22036932191","6625.8689281963","6860.41791507096","7056.2069803963","7419.31285076943","7554.83942316946","7837.56234643621","8271.48231280289","8452.37755876687","8448.36673647772","8832.25498551618","8970.76562869292","8999.81076758987","9230.14367692901","9937.15161465396","10581.0407500841","11496.5461355205","12311.5473259046","12934.7546649707","12694.1827832031","13473.9439669083","14372.4393243219","14689.6911199798","15176.4622027107","15495.8029730722","15286.2592070632","15549.131984903","16199.1118984474","16898.4425810925","17323.0966835133","16660.4622202066","18694.1407748025","20875.4585364062","21979.8666819365","22880.8747264858",
"Least developed countries: UN classification","LDC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","954.368517977632","984.378463642782","990.858625046172","991.525202613722","994.267312411718","1045.92351566336","1096.6853797121","1149.15044120275","1179.7721794618","1218.06678532783","1272.90178684805","1336.56324386039","1396.29191298004","1465.90015297071","1567.33880654001","1696.37229550824","1828.078557398","1970.60860905135","2090.53754605814","2146.69062859298","2258.44105158157","2340.03004547928","2409.45907695783","2538.16442209321","2701.03743514697","2764.44106796674","2891.58480902358","3018.91866774615","3241.55828521515","3440.05379061737","3495.2109398591","3724.95262292927","4096.33828281236","4286.72070784438","4463.99564225244",
"Low income","LIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","856.518291475391","887.28033403909","883.14223981158","879.905409748114","880.890758508934","916.85323464347","951.395623872305","1013.1142490289","1041.94869372646","1063.06796368471","1094.64432692062","1140.28792278118","1187.52665236074","1246.32189416083","1313.87766431048","1397.00183773215","1475.41913025602","1557.73423107771","1621.35903349439","1631.58446609074","1709.76743036205","1702.58683136537","1596.11385546441","1664.48241234022","1771.24030314827","1821.64036992135","1885.79824806549","1903.98724303844","1968.11297248585","2019.66538900203","1988.60798117898","2114.52090936955","2276.19518277151","2289.51620645228","2353.04878368784",
"Liechtenstein","LIE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2527.442952533","2712.72280210884","2850.9500750307","3067.38292688832","3260.46892514367","3454.27501157563","3581.65276595779","3803.88359600775","3952.04104435997","4103.38045093204","4367.80358983464","4328.19141112598","4522.32769640072","4849.86023450517","5215.88024437154","5678.74647778512","6260.67990154804","6820.39310023368","7316.58626510951","7575.57988724931","8233.62663813947","9075.545495895","10249.1670637714","11252.6311491911","11720.5978110374","12227.1714849513","13078.5605089072","13610.4723136618","14178.0225361887","14112.952504221","12940.9043295749","14316.1352225683","14193.6546217446","14455.6544414734","15632.5924849848",
"Lower middle income","LMC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1594.01776455442","1641.70444127393","1705.76920913394","1750.84816524896","1823.59504830499","1919.49552739262","2036.78561607875","2110.31739473251","2189.05617459741","2301.72891712014","2405.78006971598","2518.99210149163","2623.29728148868","2789.0453137632","3014.6701775555","3263.64777430688","3541.1455114794","3821.71476153384","3998.30170502678","4200.137626156","4471.78087566307","4704.7947958592","5060.20598398668","5286.29267475132","5490.24324464533","5688.70071204051","5948.51039941196","6294.5016758708","6736.04633109919","7158.47092259831","7111.84279550565","7837.43334833358","8826.07159182754","9599.87294803058","10225.4422860088",
"Low & middle income","LMY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2376.48600980313","2489.4279615321","2598.65340412707","2709.26101650286","2833.55296225203","2977.76502528139","3162.91975184504","3329.9915189385","3365.68490233653","3491.13660137449","3711.42446035664","3880.32992370647","4066.92175413569","4324.03423292809","4712.75887400521","5130.91639131694","5643.40589987374","6202.007229371","6601.64043027328","6829.05663030868","7359.88841034407","7868.32401036807","8328.08363138527","8715.06368605898","9016.54223680445","9150.58511975798","9491.34687094587","9973.33480323262","10596.6084406068","11166.2026990496","11167.7998536482","12435.8666854226","13825.346283348","14893.0157416163","15770.817773338",
"Lesotho","LSO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","764.057315373577","829.936659219728","892.925255787736","931.984257384795","995.244143256362","1036.78808522046","1103.00202176293","1154.38234468055","1179.421705049","1198.69481991826","1272.924433991","1350.00529706535","1385.18222067454","1484.09584449257","1560.74877547924","1680.87364079911","1813.4444072345","1932.4266622594","2064.42311214194","2036.26308567654","2152.91528289768","2278.50142791066","2291.4956531127","2538.26310306049","2771.24496867163","3034.64692924848","2942.18153663921","2618.81820770145","2632.28775223004","2568.34114362719","2559.09776077846","2544.78249551214","2761.31105002216","2880.96629615692","3001.16311951334",
"Late-demographic dividend","LTE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2914.54760224573","2991.46569794059","3059.1262142093","3237.27346151456","3423.5359154088","3657.83229199648","3881.50888407104","4122.96041898982","4237.35743732232","4449.30775284224","4836.84421003273","5163.25827090556","5541.7788302659","6029.64577713509","6657.1428999502","7376.33725133821","8396.78398127329","9440.10074134176","10390.5172638232","10783.2035754294","11733.0924362776","12813.5007770255","13706.018162766","14493.0716087335","15043.065873426","15138.4251309786","15661.4960362112","16564.3649003455","17904.9363317457","19217.8092623044","19505.719591092","22189.5944485854","24486.232278696","26394.4017506444","28257.5016597509",
"Lithuania","LTU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8946.88581330575","8709.65564857499","7021.97877258004","6050.58544364228","5615.09121186818","5967.19145428301","6419.66406344336","7102.8812426819","7796.78718194725","7856.70659113875","8465.94329594005","9456.87328070018","10497.2666200199","12085.9566752899","13097.4375662948","14514.7832942166","16446.977802261","19113.9861386164","20735.7079776096","18167.6379038272","19827.948684184","22701.5546059767","24566.898703153","26563.3748975519","28005.7924124857","28853.9978560937","30772.6728449443","33591.5554071488","36491.9385223689","40563.8304884555","41262.7276941725","45873.5273239486","50498.3823963346","50914.8638146665","54409.7628404261",
"Luxembourg","LUX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29929.0521561855","33168.4287884896","34085.8238280804","35874.7047629493","37526.2619141439","38319.7630124135","39707.461526777","42477.7398314956","44267.1768586838","49844.6769627976","55124.2922512694","56141.7751664486","58575.6792717544","60199.8507967788","64694.4334161028","68787.8547494266","78878.0275161487","85129.1888169612","90970.7211980147","86873.2562419563","90346.0688268008","94475.0302265023","96636.426643956","100925.011992241","105296.284588232","107888.578352982","113365.176082265","114985.842235989","116638.414163882","121371.73990307","122066.739147202","136772.443753292","143381.897533689","142424.729887278","150929.364202573",
"Latvia","LVA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7447.94852886705","6761.93029990412","4759.77988472631","4722.00398503732","5011.63179851938","5341.5481059568","5636.10158163726","6308.92711124729","6878.64308395672","7199.81211587757","7840.88147857358","8861.65345708332","9756.29800792346","10565.7335109121","11761.314151214","13343.8894481784","15024.6361475622","17281.0422640276","18634.7309608539","16559.5227779875","17343.4658666613","18618.7015409025","20494.0464806476","21850.1266362473","22973.693280582","24137.87643586","25802.1555784173","27645.8226249652","29817.8047263182","32199.0960377091","32741.4207691987","36912.0130602161","39960.8443388997","41670.9513242118","43780.3830227833",
"Macao SAR, China","MAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27936.3742290616","28516.2349701718","31329.807770525","32584.8965473791","33577.0316859064","34329.5335162915","34324.8496998146","34635.783768436","33028.2747017338","32315.3675280996","34686.9487205344","36214.8513340462","39641.4818326412","44601.8182261997","56585.3001832163","60569.4566444726","67194.5117540953","75672.6406168549","76827.0193066502","79138.8048016974","99835.0846406553","121085.679344582","133111.616642617","149859.180455113","145187.080794416","108656.763904919","107653.177281832","120774.963080752","129457.998600118","126029.622371097","57077.5325705099","73374.4486829589","64193.5294048618","116328.540600134","126959.917138906",
"St. Martin (French part)","MAF","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2776.82250976563","3025.00708007813","2979.068359375","2979.28686523438","3314.78149414063","3152.42724609375","3551.25610351563","3502.00805664063","3740.35913085938","3800.6298828125","3930.22314453125","4268.86962890625","4436.4287109375","4741.0615234375","5024.6943359375","5274.74169921875","5780.6181640625","6057.935546875","6437.0634765625","6628.57666015625","6848.66748046875","7274.1474609375","7307.6123046875","7542.0986328125","7237.27734375","7799.09228515625","7853.17626953125","8115.12060546875","7801.0986328125","8046.22900390625","7704.84912109375","8623.265625","9310.0322265625","9894.650390625","10415.1240234375",
"Monaco","MCO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6894.51372339552","5979.90789131835","4337.2468015914","4394.14185932458","3110.82300818682","3145.94580519356","3021.30988325621","3135.60702546224","2964.60151650533","2909.85035000128","3044.67050577354","3310.52882645877","3632.61091825467","3959.95150996029","4378.17475782467","4865.93456430334","5271.38970435336","5589.5685077365","6153.35152147981","5827.17888882857","6323.06287905206","6832.94156502961","7254.66249032313","8232.5238047368","8643.06431435343","9197.61838204272","10325.8404896126","11252.1135465283","11868.1955463223","13413.2232935126","13527.4413130967","15682.0703284653","16452.9621192","17746.9405538684","18614.9880691203",
"Madagascar","MDG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1165.82092420717","1095.98699618488","1100.5789685005","1115.76728424914","1104.26113402505","1110.65249225111","1118.76916210987","1142.30166097791","1161.75088846904","1194.1502466887","1235.78733941908","1298.56378873164","1121.08749552772","1218.83563168796","1279.54611058565","1342.51929937145","1416.40465948998","1493.37545004972","1577.33838928618","1479.82980025947","1463.87646786391","1475.17055178114","1463.61756926447","1473.40398077255","1498.83976908219","1496.61172412841","1561.51962374608","1546.88001890817","1546.59563549795","1612.29772715626","1490.32312837866","1577.43246056529","1716.97884873797","1808.44779038579","1883.5374311384",
"Maldives","MDV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4527.59399067184","4604.02956747671","4881.12710135415","5137.91071387169","5520.41823677456","6223.48278539183","6686.99408933799","7225.92898343576","7710.31811190209","8161.99616728852","8526.28986369241","8235.80267716404","8822.51726087564","10065.4858052111","10769.7743281923","9704.44334454041","12075.1455749491","12851.7923161425","13778.8197554554","12265.7930464259","12797.3279262916","13726.3262093446","13988.5973865429","15264.0907069581","16722.523852619","17875.0989419262","18769.5060607629","19767.8893613468","21899.4292993843","23077.2112236652","13425.3674459601","19052.6224904311","22880.5123151419","24786.2032123451","26182.7831570917",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5790.74829365027","6150.96232959873","6471.55224504953","6577.77154174524","6700.11539490408","6861.62195509966","7163.77901066366","7388.28407059962","7607.61188065372","7755.985936372","8238.42869466354","8404.38651816692","8547.35191328525","8881.32059984261","9628.42662051012","10174.8681158176","10814.8745976273","11410.6388864189","11816.7130301285","11749.762261476","12205.6939731229","12656.1891061342","13007.2132997328","12957.4637027528","12843.8617042838","11847.3415621645","11755.3951696133","12280.1926756333","12968.3864239357","12982.6467058183","12299.8944809585","13569.5960629932","15192.9770723371","15778.5746386835","16242.8328307747",
"Mexico","MEX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8578.16113061638","9078.92156896508","9470.00453276838","9040.82649305038","9466.25763571475","8933.08692782436","9496.10613380394","10182.5085722895","10756.2174973203","11030.5214325384","11704.3811052518","11738.7259429144","11761.8865901666","12066.1601233136","12657.8156092307","13260.2388186669","14541.6716295608","15031.8619592978","15680.5761896881","15192.6241502056","15908.8603214578","17266.8129106549","18004.7935607542","18170.264789912","18820.7991098584","19075.3384701377","20104.5839787472","20488.7150800441","20921.4775277572","20964.2774847072","19354.1248706244","20782.5877417545","23387.224276697","24917.1928856764","25738.603144294",
"Marshall Islands","MHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2102.34522649022","2130.52433241296","2293.41097487542","2451.52727452454","2616.64851957438","2857.74831698981","2583.00435395366","2434.03060134121","2422.27194751224","2400.34549125336","2489.96943780806","2700.27054583067","2825.24479927053","2824.27883367143","2879.90589671206","3016.70324372574","3110.05225553568","3309.39754112765","3118.23467102442","3253.15085940372","3473.40469896159","3536.56004235245","3589.66880383744","3845.00357492163","3931.34410649415","4125.1616927563","4366.25764216189","4719.31304926001","5232.2052487185","6045.06240789858","6136.97119702131","6767.95785510528","7431.42757895496","7548.73253747944","8194.63854758403",
"Middle income","MIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2476.69617511217","2595.3590977058","2712.73969756188","2832.26115225315","2966.04469705306","3119.12863643571","3316.35157875662","3492.76337607698","3531.11431295625","3666.08468275877","3901.84642312318","4082.09847257149","4282.20204519545","4557.81128963035","4974.55053138279","5422.83277763499","5974.4956090035","6576.83391852477","7009.86963552463","7261.73776957402","7837.49801568771","8397.10535985072","8912.69087390664","9334.89684199098","9661.99917661091","9812.45264808301","10188.4611474881","10723.6788817319","11412.4313522421","12046.7736829872","12068.1807893938","13466.4887705936","14999.8982480141","16197.5409543844","17185.6977446427",
"North Macedonia","MKD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5346.51300107334","5205.6544201458","5032.1807175503","4827.65229645033","4878.53189276325","4910.835513465","5024.75844923053","5225.73572345117","5448.05722002764","5724.47173587882","6152.5882611831","6051.69101517432","6395.19347476289","6609.04327819964","7230.39504990083","7972.3107703441","8890.33979540059","9639.00548759835","10924.3276713102","11526.1244817859","11993.5315145202","12420.8316718237","12725.9258313986","13662.8105827007","14485.1242608763","15038.1859543119","16457.1942386203","17160.8894355187","18460.1193633742","20222.1972028646","19962.1686066623","22144.2461882858","24067.4939774976","24532.0766733795","26536.0485130243",
"Mali","MLI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","955.941595858803","1091.47043925797","1038.7147712292","1086.68093104408","1146.98873720697","1154.28545566091","1223.5824930292","1266.86064233118","1332.16384195168","1375.80601929103","1356.51736440853","1558.71870195563","1581.11108691343","1714.89753907761","1730.0922516304","1770.67795435907","1831.5492454407","1852.36282555464","1893.49514528434","1944.69828229092","2011.67894612475","2046.22567064388","1990.14805241092","2059.28407641881","2184.87660281666","2330.24293947692","2531.80496963482","2606.69607954141","2684.41122026575","2819.86582297259","2723.70094784441","2796.22793795433","3014.4210732688","3174.62960276396","3314.77332231959",
"Malta","MLT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10078.8647573566","10777.2161497098","11421.4477673868","12094.6687606785","12929.4977837127","13940.3120047495","14655.5536998578","15461.6239038533","16217.8783287315","16898.4004057867","18210.6061117555","18437.0771647959","19532.0280283589","20815.4108525865","21568.6988089111","22227.4149581301","23224.0186847655","25012.5833807415","26653.8964470943","26767.9776103988","28912.3672337319","29426.0314204362","30716.193704651","33138.1662712717","35205.7902714715","38379.0106899377","40999.0793082983","45763.1563349966","48177.3556384035","51391.8493504266","49971.9388819914","56852.2570823379","59511.9340316163","64220.3751411583","69832.1871006218",
"Myanmar","MMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","441.103287551543","446.583180495898","494.084437474581","529.208215546106","573.2919239637","617.896101429996","661.21806056089","701.627990142461","741.817471588137","824.781054002538","948.748285178047","1068.82590521952","1203.8263073429","1384.52851825947","1600.84105608585","1860.45413157633","2152.86730947026","2458.85746440138","2748.07921338491","3039.7998233771","3348.12889497049","3579.40482970626","3845.15284153671","4143.63012731959","4376.38833281274","4458.69054442659","4459.53981427471","4706.43248949598","5581.2769545815","6101.37245765709","5740.99045843992","5178.44718217164","5731.93787872459","5953.35735165913","5997.46516323715",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3737.57247200553","4026.56002404959","4196.62762021615","4234.68370523399","4289.09079749911","4395.82387894763","4629.00019315344","4751.99779723888","4949.19410731788","5121.95359610475","5433.11956628919","5589.50530474512","5746.99847468862","5884.42924257756","6368.43664584199","6725.70388718731","7143.39246419524","7602.26570850894","7822.0045627499","7897.71421516756","8198.7884458168","8227.87557209787","8404.97905921555","8382.04588165944","8275.12734183517","7969.62835995104","8078.92886842476","8408.9297885017","8745.3274271153","8763.98975936718","8889.59885114143","9412.55914393398","10374.6101051222","10869.5026341704","11220.6069981166",
"Montenegro","MNE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5797.25900086882","6168.47431425005","5683.25732517978","6002.5764111389","6772.28818455103","7100.30635177469","7341.27844094377","7842.50753015106","8313.65416335034","10442.5234688376","12452.7249830065","13801.9444123155","12969.5073630831","13613.7972572862","14347.5018019773","13792.5203904063","14692.1209476395","15276.0694532909","16096.0360091728","18029.6957251662","19356.4154044415","21083.1758536243","23705.0481749248","20624.7797600108","23690.0272582142","27691.9117209251","31063.8504485867","34225.8729889066",
"Mongolia","MNG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3479.28734517544","3183.18477854027","2951.02362006574","2928.8379941034","3021.36094265206","3228.97369769259","3310.16087041222","3449.2343597122","3554.76886731218","3663.72711233942","3739.69666851051","3888.85528581332","4083.38422166067","4399.36537925014","4941.82663694262","5406.14341980278","5977.19688729951","6678.05474357637","7296.58073671622","7119.39424211884","7531.62557442648","8861.82052869304","10151.7217998165","10442.3850504493","10900.2305197857","10458.3027240524","10511.3831063141","11096.0375604239","12317.4824277695","13604.978943194","13693.179806943","14792.2509086422","16401.9894751531","18004.8512058355","19144.7261368498",
"Northern Mariana Islands","MNP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","296.038508723005","314.930038758303","291.989332751553","321.278518962215","326.441684464905","320.59989030495","349.731938684798","387.059044305483","422.267281574087","468.208668538029","471.967329761791","532.627310160456","580.040921427185","619.987510681772","673.345717268781","721.411761943486","798.387667642541","861.987682743539","916.155850233958","951.485453763858","1000.2411486648","1063.65543296311","1075.87786085361","1113.7525275929","1165.82826607505","1317.88785956822","1379.10740028691","1282.74965991801","1325.58695568953","1388.79707034446","1411.62040229911","1457.23540930922","1581.9441944262","1678.39118243681","1705.37919520416",
"Mauritania","MRT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2070.29062836393","2115.85368221029","2121.85768738424","2208.57261146681","2113.65838277241","2305.75519494391","2435.94646682425","2325.349106123","2354.93828978346","2410.67448386886","2303.66639707769","2279.72711478483","2295.80500995331","2446.69817773871","2570.29404911997","2809.03508145691","3341.70718355001","3278.27661394002","3235.99782161036","3158.74414286708","3177.84436561165","3270.86251341888","3464.97661099269","3831.04711012348","3865.1425867687","3977.61171275863","4682.70259690033","5353.06608810407","5429.23223059784","5610.13236713892","5740.73959690129","5836.56580821897","6484.82792132631","6965.90953574715","7368.75275290214",
"Mauritius","MUS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5009.879721086","5350.9551672451","5753.13222121756","6115.87061947519","6414.38186623117","6771.19101323899","7206.36377883048","7651.1596593108","8121.10590527723","8344.31058439287","9143.0073732792","9585.8047303181","9823.53996405315","10534.5572530361","11215.7002784358","11703.4765244451","12592.5218946608","13612.2512989533","14569.1531207728","15104.8081548746","15919.6622762525","16883.565820961","17259.4018011357","18435.2031858652","19294.4682829555","20269.523509561","21951.8307433111","22897.9700922102","23415.5237589118","24374.7818286566","21621.5971225158","23010.2013826905","26874.4899927593","29560.7137230079","31839.7597535524",
"Malawi","MWI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","671.503430308209","731.940474913492","673.815977208792","745.682183261137","691.626134376847","825.454125717284","884.456346986538","915.279224971424","941.051496433226","960.710822989416","974.310137499677","924.056368279235","931.283507531356","979.038977932038","1032.80213909276","1070.93590957736","1124.4382691229","1230.56385441329","1311.44999791984","1387.78991561758","1457.60568309596","1516.2111831915","1464.04323957796","1558.11224745203","1505.55190404024","1403.08451209235","1409.95802703533","1380.23263621737","1363.79445595088","1450.01008064784","1513.45990803344","1687.59358179651","1778.30582146001","1830.46461287442","1857.61756950305",
"Malaysia","MYS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6886.63312520377","7582.56943094941","8223.80295937781","9018.06249369187","9806.47179132745","10720.2534691883","11709.2669994867","12469.3590063034","11398.0987122146","11979.6797141047","13027.2733386657","13071.5814138975","13656.0458904379","14387.2484914999","15415.8063402619","16371.4260817974","17426.361167892","18616.8070767617","19479.8799590564","18922.6459508418","20193.4092945433","21324.3594996498","22638.5406944009","23160.8924510627","24306.5212338415","24526.3942716012","25285.8213541391","26415.5960203287","27793.5674222948","28933.928297233","27474.7361378236","29822.8491831618","34419.8684975666","36466.8914938333","38779.2830442253",
"North America","NAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23525.824601832","23933.849513938","24943.9738743613","25898.0076227758","27194.6369758709","28177.4213178435","29384.3350093408","30849.0961549712","32212.7040012687","33862.636901858","35650.1695655424","36460.4035153865","37310.4496210096","38792.7098706605","40962.3935972911","43361.2490415255","45502.0143466911","47221.805396636","47768.0769059668","46376.9315920081","47800.9931335717","49199.8016626681","50775.2778839875","52403.75806746","54217.9772444619","55636.6896497619","56828.1260389573","58871.9595951654","61572.5505918721","63726.4133389726","62778.6348403293","69833.4948761015","76374.8179426874","80412.925454132","83614.1345142565",
